panel,model_year,engine_family,carryover_family,lineage_root,lineage_depth
nonroad,2015,FCPXL27.0HXF,ECPXL27.0HXF,CCPXL27.0HXA,3
nonroad,2016,GMDDL35.8GRR,7MDDL35.8GRR,GMDDL35.8GRR,0
nonroad,2015,FMDDL14.0ZWK,AMDDL14.0GWK,FMDDL14.0ZWK,0
nonroad,2016,GDICL07.6LEA,,GDICL07.6LEA,0
nonroad,2015,FDZXL05.7052,,FDZXL05.7052,0
nonroad,2016,GDZXL02.9021,FDZXL02.9021,EDZXL02.9021,2
nonroad,2016,GHZXL.517M50,FHZXL.517M50,DHZXL.517V51,3
nonroad,2016,GDZXL05.7052,FDZXL05.7052,FDZXL05.7052,1
nonroad,2016,GDZXL07.1027,FDZXL07.1027,CDZXL07.1027,4
nonroad,2016,GDZXL07.1032,FDZXL07.1032,CDZXL07.1032,4
nonroad,2016,GYDXL1.57HDA,DYDXL1.57HDA,DYDXL1.57HDA,1
nonroad,2012,CSZXL05.2MXA,,CSZXL05.2MXA,0
nonroad,2013,DSZXL15.7LXB,,DSZXL15.7LXB,0
nonroad,2016,GPKXL07.0PW1,FPKXL07.0PW1,EPKXL07.0PW1,2
nonroad,2017,HCPXL32.0NZS,GCPXL32.0NZS,CCPXL32.0NZS,5
nonroad,2016,GCKPL0.42AAA,,GCKPL0.42AAA,0
nonroad,2017,HLGCL02.5L4A,,HLGCL02.5L4A,0
nonroad,2017,HJDXL13.5146,EJDXL13.5146,EJDXL13.5146,1
nonroad,2017,HMVXL01.0EBA,EMVXL01.0EBA,EMVXL01.0EBA,1
nonroad,2016,GMDDL95.4GTR,9MDDL95.4XTR,GMDDL95.4GTR,0
nonroad,2016,GJDXL09.0313,,GJDXL09.0313,0
nonroad,2017,HMVXL65.4BBA,9MVXL65.4BBA,HMVXL65.4BBA,0
nonroad,2013,DSIDL04.9G6A,CSIDL04.9G6A,CSIDL04.9G6A,1
nonroad,2015,FFPXL15.9T4D,,FFPXL15.9T4D,0
nonroad,2016,GMVXL01.0EDB,,GMVXL01.0EDB,0
nonroad,2016,GH3XL2.22TD7,,GH3XL2.22TD7,0
nonroad,2017,HYDXL0.57NXA,DYDXL0.57NXA,DYDXL0.57NXA,1
nonroad,2016,GJDXL09.0301,EJDXL09.0301,EJDXL09.0301,1
nonroad,2017,HMMLL02.7NEF,DMMLL02.7NEF,DMMLL02.7NEF,1
nonroad,2017,HKBXL.276KCC,GKBXL.276KCC,GKBXL.276KCC,1
nonroad,2017,HDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2017,HKMCL2.39A45,BKMCL2.39A45,BKMCL2.39A45,1
nonroad,2016,GH3XL.507F1V,,GH3XL.507F1V,0
nonroad,2016,GVSXL16.1T4F,,GVSXL16.1T4F,0
nonroad,2017,HDCLL02.4F7T,DDCLL02.4F7T,DDCLL02.4F7T,1
nonroad,2017,HLGCL01.9L3T,GLGCL01.9L3T,FLGCL01.9L3T,2
nonroad,2017,HMBXL10.6RJA,FMBXL10.6RJA,EMBXL10.6RJA,2
nonroad,2016,GDZXL02.9020,,GDZXL02.9020,0
nonroad,2016,GCPXL32.0HXG,FCPXL32.0HXG,FCPXL32.0HXG,1
nonroad,2016,GY9XL12.7DAA,,GY9XL12.7DAA,0
nonroad,2017,HCPXL84.7NSF,GCPXL84.7NSF,FCPXL84.7NSF,2
nonroad,2017,HDZXL02.9016,GDZXL02.9016,EDZXL02.9016,3
nonroad,2017,HDZXL03.6018,GDZXL03.6018,EDZXL03.6018,3
nonroad,2017,HDZXL06.1059,GDZXL06.1059,FDZXL06.1059,2
nonroad,2017,HJDXL09.0313,GJDXL09.0313,GJDXL09.0313,1
nonroad,2017,HDZXL04.8029,GDZXL04.8029,CDZXL04.8029,5
nonroad,2017,HJDXL06.8210,CJDXL06.8210,CJDXL06.8210,1
nonroad,2018,JMVXL03.3AAJ,7MVXL03.3AAC,JMVXL03.3AAJ,0
nonroad,2017,HMNBL12.4OR4,GMNBL12.4OR4,GMNBL12.4OR4,1
nonroad,2017,HSCLL02.6C74,ESCLL02.6C74,ESCLL02.6C74,1
nonroad,2017,HMVXL01.3EDB,GMVXL01.3EDB,GMVXL01.3EDB,1
nonroad,2017,HMMLL02.6C63,,HMMLL02.6C63,0
nonroad,2017,HYDXL3.32NDB,,HYDXL3.32NDB,0
nonroad,2017,HYDXL1.57HDA,DYDXL1.57HDA,DYDXL1.57HDA,1
nonroad,2017,HMVXL02.2EBA,,HMVXL02.2EBA,0
nonroad,2017,HCPXL32.0HXG,GCPXL32.0HXG,FCPXL32.0HXG,2
nonroad,2018,JPKXL04.4NR1,HPKXL04.4NR1,FPKXL04.4NR1,3
nonroad,2018,JPKXL04.4NL1,HPKXL04.4NL1,CPKXL04.4NL1,6
nonroad,2018,JYDXL0.99NS2,DYDXL0.99NS2,DYDXL0.99NS2,1
nonroad,2018,JYDXL0.99NS3,DYDXL0.99NS3,DYDXL0.99NS3,1
nonroad,2018,JSIDL04.9G6C,HSIDL04.9G6C,HSIDL04.9G6C,1
nonroad,2017,HFPXL04.5LBH,HFPXL04.5LBH,HFPXL04.5LBH,0
nonroad,2018,JJDXL06.8204,CJDXL06.8204,CJDXL06.8204,1
nonroad,2017,HMMLL03.5H00,,HMMLL03.5H00,0
nonroad,2017,HH3XL.507F1V,,HH3XL.507F1V,0
nonroad,2017,HH3XL1.49F2V,FH3XL1.49F2V,FH3XL1.49F2V,1
nonroad,2017,HCPXL18.1HXF,GCPXL18.1HXF,CCPXL18.1HXA,5
nonroad,2018,JKHXL3.36TCR,HKHXL3.36TCR,FKHXL3.36TCR,3
nonroad,2018,JVWXL02.0CPY,DVWXL02.0CPY,DVWXL02.0CPY,1
nonroad,2018,JSZXL02.2VNL,,JSZXL02.2VNL,0
nonroad,2018,JKBXL.276KCC,GKBXL.276KCC,GKBXL.276KCC,1
nonroad,2018,JKBXL.325KCB,DKBXL.325KCB,DKBXL.325KCB,1
nonroad,2018,JKBXL.416KCC,GKBXL.416KCC,GKBXL.416KCC,1
nonroad,2018,JMMLL02.6C63,HMMLL02.6C63,HMMLL02.6C63,1
nonroad,2018,JKBXL02.2FCC,CKBXL02.2FCC,CKBXL02.2FCC,1
nonroad,2018,JDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2018,JMMLL02.6M63,HMMLL02.6M63,HMMLL02.6M63,1
nonroad,2018,JKBXL02.4END,DKBXL02.4END,DKBXL02.4END,1
nonroad,2018,JVPXL16.1ACB,HVPXL16.1ACB,CVPXL16.1ACB,6
nonroad,2018,JKBXL02.6EMD,FKBXL02.6EMD,FKBXL02.6EMD,1
nonroad,2018,JKBXL03.3EMD,FKBXL03.3EMD,FKBXL03.3EMD,1
nonroad,2018,JKBXL03.8CMD,GKBXL03.8CMD,GKBXL03.8CMD,1
nonroad,2018,JKBXL06.1AMD,FKBXL06.1AMD,FKBXL06.1AMD,1
nonroad,2018,JFTGL02.2R3C,GFTGL02.2R3C,GFTGL02.2R3C,1
nonroad,2018,JMMLL03.5H20,HMMLL03.5H20,HMMLL03.5H20,1
nonroad,2017,HVPXL10.8CJA,GVPXL10.8CJA,GVPXL10.8CJA,1
nonroad,2018,JMMLL02.7C40,DMMLL02.7C40,DMMLL02.7C40,1
nonroad,2018,JDZXL04.8025,HDZXL04.8025,CDZXL04.8025,6
nonroad,2018,JDZXL02.9034,HDZXL02.9034,GDZXL02.9034,2
nonroad,2018,JH3XL1.13F2C,FH3XL1.13F2C,DH3XL1.13F2C,3
nonroad,2018,JHZXL.667M81,HHZXL.667M81,HHZXL.667M81,1
nonroad,2018,JMBXL04.8RJC,FMBXL04.8RJC,FMBXL04.8RJC,1
nonroad,2018,JDICL05.8LEA,HDICL05.8LEA,FDICL05.8LEA,3
nonroad,2018,JDZXL06.1049,HDZXL06.1049,FDZXL06.1049,3
nonroad,2017,HH3XL1.49TFV,FH3XL1.49TFV,EH3XL1.49TFV,2
nonroad,2017,HH3XL1.49NTV,GH3XL1.49NTV,CH3XL1.49NTV,5
nonroad,2017,HH3XL.761F1C,FH3XL.761F1C,DH3XL.507F1C,3
nonroad,2018,JMDDL21.0ZWR,AMDDL21.0GWR,JMDDL21.0ZWR,0
nonroad,2017,HVPXL16.1CJA,GVPXL16.1CJA,GVPXL16.1CJA,1
nonroad,2017,HPKXL04.4MU1,GPKXL04.4MU1,FPKXL04.4MU1,2
nonroad,2017,HPKXL04.4MW1,GPKXL04.4MW1,FPKXL04.4MW1,2
nonroad,2018,JLGCL01.9L3C,HLGCL01.9L3C,FLGCL01.9L3C,3
nonroad,2018,JKHXL2.48EST,HKHXL2.48EST,FKHXL2.48EST,3
nonroad,2019,KMMLL02.6C67,,KMMLL02.6C67,0
nonroad,2018,JKLXL23.2FDC,,JKLXL23.2FDC,0
nonroad,2018,JDICL03.4LEB,HDICL03.4LEB,FDICL03.4LEB,3
nonroad,2019,KKBXL02.4E3D,,KKBXL02.4E3D,0
nonroad,2018,JMNBL24.2OR4,,JMNBL24.2OR4,0
nonroad,2019,KKHXL1.37SF1,JKHXL1.37SF1,DKHXL1.37SF1,5
nonroad,2018,JHZXL1.95V50,GHZXL1.95V50,FHZXL1.95V50,2
nonroad,2018,JDZXL07.8051,,JDZXL07.8051,0
nonroad,2019,KKHXL2.48ESM,JKHXL2.48ESM,EKHXL2.48ESM,5
nonroad,2018,JKBXL03.8AMD,HKBXL03.8AMD,HKBXL03.8AMD,1
nonroad,2019,KKBXL02.6E2D,,KKBXL02.6E2D,0
nonroad,2018,JDZXL02.9020,,JDZXL02.9020,0
nonroad,2018,JSIDL16.8H6C,,JSIDL16.8H6C,0
nonroad,2018,JJDXL04.5315,FJDXL04.5305,FJDXL04.5305,1
nonroad,2018,JJDXL06.8302,EJDXL06.8302,EJDXL06.8302,1
nonroad,2018,JLGCL01.9L3T,GLGCL01.9L3T,FLGCL01.9L3T,2
nonroad,2019,KPKXL07.0PW2,JPKXL07.0PW2,FPKXL07.0PW2,4
nonroad,2019,KJDXL09.0114,CJDXL09.0114,CJDXL09.0114,1
nonroad,2018,JMBXL12.8RJA,FMBXL12.8RJA,EMBXL12.8RJA,2
nonroad,2019,KMVXL03.3AAJ,7MVXL03.3AAC,KMVXL03.3AAJ,0
nonroad,2019,KFPXL06.7SCA,JFPXL06.7SCA,HFPXL06.7SCA,2
nonroad,2019,KYDXL1.27NPA,DYDXL1.27NPA,DYDXL1.27NPA,1
nonroad,2019,KYDXL1.11S3N,CYDXL1.11U3N,CYDXL1.11U3N,1
nonroad,2018,JH3XL1.66JTV,,JH3XL1.66JTV,0
nonroad,2019,KCPXL09.3HPA,JCPXL09.3HPA,JCPXL09.3HPA,1
nonroad,2019,KFPXL03.4BPD,JFPXL03.4BPD,EFPXL03.4BPD,5
nonroad,2019,KYDXL1.27NSA,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2019,KYDXL1.64S3A,CYDXL1.64J3N,CYDXL1.64J3N,1
nonroad,2018,JFPXL03.4BPC,HFPXL03.4BPC,DFPXL03.4BPC,5
nonroad,2019,KYDXL1.27NS1,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2019,KMDDL14.0ZWK,AMDDL14.0GWK,KMDDL14.0ZWK,0
nonroad,2018,JKMCL1.72A31,FKMCL1.72A31,FKMCL1.72A31,1
nonroad,2018,JKMCL2.29A48,FKMCL2.29A48,FKMCL2.29A48,1
nonroad,2018,JKMCL2.29A41,FKMCL2.29A41,FKMCL2.29A41,1
nonroad,2019,KDCLL01.6D87,FDCLL01.6D87,FDCLL01.6D87,1
nonroad,2019,KVSXL16.1T4F,JVSXL16.1T4F,JVSXL16.1T4F,1
nonroad,2019,KDZXL06.1049,JDZXL06.1049,FDZXL06.1049,4
nonroad,2018,JFPXL06.7SDB,,JFPXL06.7SDB,0
nonroad,2019,KKBXL.416KCC,GKBXL.416KCC,GKBXL.416KCC,1
nonroad,2019,KMDDL76.3XTM,FMDDL95.4XTM,FMDDL95.4XTM,1
nonroad,2019,KDZXL07.1031,HDZXL07.1031,CDZXL07.1031,6
nonroad,2012,CFPXL03.2SCI,CFPXL03.2SCI,CFPXL03.2SCI,0
nonroad,2019,KYDXL3.32TGA,HYDXL3.32TGA,HYDXL3.32TGA,1
nonroad,2019,KKBXL01.5FCC,DKBXL01.5FCC,DKBXL01.5FCC,1
nonroad,2019,KKBXL01.73CB,JKBXL01.73CB,JKBXL01.73CB,1
nonroad,2019,KKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2019,KMMLL02.7M40,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2019,KKBXL03.8CMD,GKBXL03.8CMD,GKBXL03.8CMD,1
nonroad,2018,JYDXL3.05HDA,,JYDXL3.05HDA,0
nonroad,2018,JJDXL06.8120,CJDXL06.8120,CJDXL06.8120,1
nonroad,2018,JMVXL49.0BBA,7MVXL49.0BBA,JMVXL49.0BBA,0
nonroad,2018,JJDXL13.5310,FJDXL13.5310,FJDXL13.5310,1
nonroad,2018,JMVXL01.3EBA,GMVXL01.3EBA,GMVXL01.3EBA,1
nonroad,2019,KYDXL1.27NPB,,KYDXL1.27NPB,0
nonroad,2013,DSZXL02.2PXA,DSZXL02.2PXA,DSZXL02.2PXA,0
nonroad,2019,KJDXL02.9318,,KJDXL02.9318,0
nonroad,2019,KJDXL04.5311,GJDXL04.5311,GJDXL04.5311,1
nonroad,2018,JMVXL03.3EAA,HMVXL03.3EAA,HMVXL03.3EAA,1
nonroad,2019,KFPXL11.1T4W,HFPXL11.1T4W,HFPXL11.1T4W,1
nonroad,2020,LHZXL1.95C51,,LHZXL1.95C51,0
nonroad,2020,LMBXL12.8RJA,KMBXL12.8RJA,KMBXL12.8RJA,1
nonroad,2020,LFPXL12.9IGR,JFPXL12.9IGR,JFPXL12.9IGR,1
nonroad,2014,EMVXL03.3GGG,,EMVXL03.3GGG,0
nonroad,2020,LSZXL02.2VNL,JSZXL02.2VNL,JSZXL02.2VNL,1
nonroad,2020,LSZXL02.2PXC,DSZXL02.2PXA,DSZXL02.2PXA,1
nonroad,2019,KPKXL07.0VM1,,KPKXL07.0VM1,0
nonroad,2020,LYDXL1.27NS1,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2020,LYDXL1.64NGA,EYDXL1.64NGA,EYDXL1.64NGA,1
nonroad,2020,LSIDL16.8H6C,KSIDL16.8H6C,JSIDL16.8H6C,2
nonroad,2020,LMVXL49.0BBA,7MVXL49.0BBA,LMVXL49.0BBA,0
nonroad,2020,LMVXL65.4BBA,9MVXL65.4BBA,LMVXL65.4BBA,0
nonroad,2020,LCPXL78.1NSF,KCPXL78.1NSF,FCPXL78.1NSF,5
nonroad,2017,HSZXL02.2ZTA,FSZXL02.2ZTA,FSZXL02.2ZTA,1
nonroad,2019,KDCLL02.4HTV,,KDCLL02.4HTV,0
nonroad,2019,KMNBL24.2OR4,JMNBL24.2OR4,JMNBL24.2OR4,1
nonroad,2020,LFPXL06.7DGB,JFPXL06.7DGB,JFPXL06.7DGB,1
nonroad,2020,LKBXL03.3BCC,CKBXL03.3BCC,CKBXL03.3BCC,1
nonroad,2020,LKBXL03.8AAC,GKBXL03.8AAC,GKBXL03.8AAC,1
nonroad,2020,LKBXL02.4E2D,KKBXL02.4E2D,KKBXL02.4E2D,1
nonroad,2020,LKBXL02.6GND,DKBXL02.6GND,DKBXL02.6GND,1
nonroad,2021,MKBXL02.23CB,LKBXL02.23CB,LKBXL02.23CB,1
nonroad,2020,LMNBL24.2OR4,JMNBL24.2OR4,JMNBL24.2OR4,1
nonroad,2019,KH3XL.507F1V,JH3XL.507F1V,JH3XL.507F1V,1
nonroad,2019,KDICL01.8LEB,,KDICL01.8LEB,0
nonroad,2020,LYDXL0.57NXA,DYDXL0.57NXA,DYDXL0.57NXA,1
nonroad,2019,KCPXL106.NVG,,KCPXL106.NVG,0
nonroad,2020,LMMLL03.5H20,HMMLL03.5H20,HMMLL03.5H20,1
nonroad,2020,LMMLL02.6N52,DMMLL02.6N52,DMMLL02.6N52,1
nonroad,2020,LMMLL03.5H00,HMMLL03.5H00,HMMLL03.5H00,1
nonroad,2020,LH3XL2.22TD7,KH3XL2.22TD7,KH3XL2.22TD7,1
nonroad,2020,LH3XL1.49N3C,KH3XL1.49N3C,CH3XL1.49N3C,8
nonroad,2020,LH3XL2.22TIC,KH3XL2.22TIC,CH3XL2.22TIC,8
nonroad,2019,KKOEL4.33TAX,,KKOEL4.33TAX,0
nonroad,2020,LDZXL02.9034,KDZXL02.9034,KDZXL02.9034,1
nonroad,2019,KDZXL03.6060,JDZXL03.6060,FDZXL03.6060,3
nonroad,2020,LDZXL07.1032,KDZXL07.1032,CDZXL07.1032,7
nonroad,2020,LYDXL3.32S4N,CYDXL3.32C4N,CYDXL3.32C4N,1
nonroad,2019,KCEXL050.AAD,FCEXL050.AAD,FCEXL050.AAD,1
nonroad,2020,LKHXL2.48EST,,LKHXL2.48EST,0
nonroad,2020,LDZXL03.6060,KDZXL03.6060,FDZXL03.6060,4
nonroad,2019,KAELL2.76ECR,,KAELL2.76ECR,0
nonroad,2020,LKOEL3.24TAX,JKOEL3.24TAX,JKOEL3.24TAX,1
nonroad,2020,LAELL2.76ECR,,LAELL2.76ECR,0
nonroad,2020,LPKXL1.13F2C,,LPKXL1.13F2C,0
nonroad,2020,LPKXL1.49F2V,,LPKXL1.49F2V,0
nonroad,2020,LPKXL1.49FTV,,LPKXL1.49FTV,0
nonroad,2020,LPKXL2.22F2V,,LPKXL2.22F2V,0
nonroad,2020,LDZXL04.1056,,LDZXL04.1056,0
nonroad,2020,LKMCL1.72A32,FKMCL1.72A32,FKMCL1.72A32,1
nonroad,2020,LPKXL.761F2V,,LPKXL.761F2V,0
nonroad,2020,LLGCL01.9L3T,JLGCL01.9L3T,FLGCL01.9L3T,3
nonroad,2020,LMVXL01.8EBA,GMVXL01.3EBA,GMVXL01.3EBA,1
nonroad,2020,LPKXL04.4NM2,KPKXL04.4NM2,FPKXL04.4NM2,5
nonroad,2021,MKLXL23.2FDC,JKLXL23.2FDC,JKLXL23.2FDC,1
nonroad,2020,LYDXL3.32TKA,,LYDXL3.32TKA,0
nonroad,2021,MSZXL03.0PTA,DSZXL03.0PTA,DSZXL03.0PTA,1
nonroad,2021,MCEXL13.0AAA,ECEXL13.0AAA,ECEXL13.0AAA,1
nonroad,2021,MJDXL04.5214,DJDXL04.5214,DJDXL04.5214,1
nonroad,2021,MJDXL09.0114,CJDXL09.0114,CJDXL09.0114,1
nonroad,2021,MJDXL13.5146,EJDXL13.5146,EJDXL13.5146,1
nonroad,2020,LPKXL2.22TD7,,LPKXL2.22TD7,0
nonroad,2021,MJDXL06.8312,GJDXL06.8312,GJDXL06.8312,1
nonroad,2021,MVPXL16.1ACG,LVPXL16.1ACG,KVPXL16.1ACG,2
nonroad,2021,MVPXL16.1BDA,LVPXL16.1BDA,KVPXL16.1BDA,2
nonroad,2021,MVPXL16.1ACW,LVPXL16.1ACW,KVPXL16.1ACW,2
nonroad,2016,GCEXL08.9AAK,ECEXL08.9AAK,ECEXL08.9AAK,1
nonroad,2019,KCEXL08.9AAN,GCEXL08.9AAN,GCEXL08.9AAN,1
nonroad,2021,MLGCL01.9L3D,KLGCL01.9L3D,KLGCL01.9L3D,1
nonroad,2021,MYDXL.993NSB,DYDXL0.99NS1,DYDXL0.99NS1,1
nonroad,2021,MMMLL02.6T70,JMMLL02.6T70,JMMLL02.6T70,1
nonroad,2013,DCEXL019.AAD,,DCEXL019.AAD,0
nonroad,2021,MPKXL07.0PW2,LPKXL07.0PW2,FPKXL07.0PW2,6
nonroad,2021,MPKXL04.4NM2,LPKXL04.4NM2,FPKXL04.4NM2,6
nonroad,2020,LFPXL15.9T4D,JFPXL15.9T4D,HFPXL15.9T4D,2
nonroad,2021,MPKXL.761F2V,LPKXL.761F2V,LPKXL.761F2V,1
nonroad,2021,MPKXL01.5F2V,LPKXL1.49F2V,LPKXL1.49F2V,1
nonroad,2020,LDCLL02.4HTV,,LDCLL02.4HTV,0
nonroad,2021,MYDXL01.6NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2021,MYDXL01.6NMA,DYDXL1.64NMA,DYDXL1.64NMA,1
nonroad,2021,MKBXL.276KCC,GKBXL.276KCC,GKBXL.276KCC,1
nonroad,2017,HYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2014,EYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2021,MYDXL03.3TKA,,MYDXL03.3TKA,0
nonroad,2021,MFPXL06.7SCA,JFPXL06.7SCA,HFPXL06.7SCA,2
nonroad,2021,MFPXL06.7SCB,JFPXL06.7SCB,HFPXL06.7SCB,2
nonroad,2021,MKBXL.479KCC,,MKBXL.479KCC,0
nonroad,2021,MYDXL02.1TDA,HYDXL2.09TDA,HYDXL2.09TDA,1
nonroad,2021,MYDXL03.3NGA,HYDXL3.32NGA,HYDXL3.32NGA,1
nonroad,2021,MY9XL09.3DAA,LY9XL09.3DAA,LY9XL09.3DAA,1
nonroad,2020,LDICL03.4LED,,LDICL03.4LED,0
nonroad,2020,LKLXL15.2EDC,EKLXL15.2EDC,EKLXL15.2EDC,1
nonroad,2022,NYDXL01.3NWB,HYDXL1.27NWB,HYDXL1.27NWB,1
nonroad,2021,MKBXL01.8E1D,KKBXL01.8E1D,KKBXL01.8E1D,1
nonroad,2021,MKBXL02.6EKD,DKBXL02.6EKD,DKBXL02.6EKD,1
nonroad,2021,MKBXL03.8C1D,KKBXL03.8C1D,KKBXL03.8C1D,1
nonroad,2021,MMMLL03.5H20,HMMLL03.5H20,HMMLL03.5H20,1
nonroad,2020,LFPXL03.4BDC,HFPXL03.4BDC,DFPXL03.4BDC,5
nonroad,2021,MDCLL01.6D7G,GDCLL01.6D7G,CDCLL02.2D7G,2
nonroad,2020,LVSXL16.1T4F,,LVSXL16.1T4F,0
nonroad,2020,LFGXL3.85E0V,JFGXL3.85E0V,JFGXL3.85E0V,1
nonroad,2021,MTTVL02.9WMS,LTTVL02.9WMS,LTTVL02.9WMS,1
nonroad,2021,MHZXL1.95C51,LHZXL1.95C51,LHZXL1.95C51,1
nonroad,2017,HDICL03.4LEC,,HDICL03.4LEC,0
nonroad,2020,LDICL01.8LEA,,LDICL01.8LEA,0
nonroad,2021,MPKXL04.4MU1,LPKXL04.4MU1,FPKXL04.4MU1,6
nonroad,2021,MCPXL18.1NZS,LCPXL18.1NZS,CCPXL18.1NZS,9
nonroad,2022,NYDXL02.2NFB,MYDXL02.2NFB,MYDXL02.2NFB,1
nonroad,2021,MDZXL15.9058,,MDZXL15.9058,0
nonroad,2021,MKLXL06.7AAM,HKLXL06.7AAM,HKLXL06.7AAM,1
nonroad,2021,MMNBL12.4OR4,HMNBL12.4OR4,GMNBL12.4OR4,2
nonroad,2021,MKLXL11.0DDD,,MKLXL11.0DDD,0
nonroad,2022,NMVXL02.2EBA,HMVXL02.2EBA,HMVXL02.2EBA,1
nonroad,2021,MYDXL01.3NPA,DYDXL1.27NPA,DYDXL1.27NPA,1
nonroad,2021,MYDXL01.3NUA,DYDXL1.27NUA,DYDXL1.27NUA,1
nonroad,2021,MYDXL.993NUA,DYDXL0.99NUA,DYDXL0.99NUA,1
nonroad,2021,MLHAL16.2VWC,,MLHAL16.2VWC,0
nonroad,2017,HVPXL12.8CJA,,HVPXL12.8CJA,0
nonroad,2019,KVPXL12.8CJA,,KVPXL12.8CJA,0
nonroad,2021,MJDXL13.5310,FJDXL13.5310,FJDXL13.5310,1
nonroad,2021,MPKXL04.4NR1,LPKXL04.4NR1,FPKXL04.4NR1,6
nonroad,2022,NCEXL08.9AAL,FCEXL08.9AAL,FCEXL08.9AAL,1
nonroad,2021,MFPXL03.4DE1,LFPXL03.4DE1,LFPXL03.4DE1,1
nonroad,2021,MFPXL03.4BPC,HFPXL03.4BPC,DFPXL03.4BPC,5
nonroad,2022,NFPXL06.7SCB,JFPXL06.7SCB,HFPXL06.7SCB,2
nonroad,2021,MFPXL03.4ADD,JFPXL03.4ADD,HFPXL03.4ADD,2
nonroad,2022,NFPXL03.4ADD,JFPXL03.4ADD,HFPXL03.4ADD,2
nonroad,2022,NJDXL02.9142,FJDXL02.9142,FJDXL02.9142,1
nonroad,2021,MMDDL40.1GNR,GMDDL40.1GNR,FMDDL40.1GNR,2
nonroad,2022,NYDXL01.3NS4,DYDXL1.27NS4,DYDXL1.27NS4,1
nonroad,2021,MFTGL03.0R3C,LFTGL03.0R3C,LFTGL03.0R3C,1
nonroad,2021,MVPXL16.1CJA,,MVPXL16.1CJA,0
nonroad,2021,MDZXL05.7053,LDZXL05.7053,LDZXL05.7053,1
nonroad,2021,MMNBL24.2OR4,JMNBL24.2OR4,JMNBL24.2OR4,1
nonroad,2022,NKBXL01.5DPD,KKBXL01.5DPD,KKBXL01.5DPD,1
nonroad,2022,NKBXL02.4GMC,,NKBXL02.4GMC,0
nonroad,2022,NFPXL03.4DEP,LFPXL03.4DEP,LFPXL03.4DEP,1
nonroad,2022,NYDXL01.3NUA,DYDXL1.27NUA,DYDXL1.27NUA,1
nonroad,2017,HCEXL030.AAD,CCEXL030.AAD,CCEXL030.AAD,1
nonroad,2022,NKBXL01.0BCC,,NKBXL01.0BCC,0
nonroad,2022,NY9XL16.4DBA,JY9XL16.4DBA,JY9XL16.4DBA,1
nonroad,2021,MLHAL10.5SQC,ELHAL10.5SQC,ELHAL10.5SQC,1
nonroad,2022,NCPXL32.0HXF,MCPXL32.0HXF,CCPXL32.0HXA,10
nonroad,2022,NYDXL03.3S4N,CYDXL3.32C4N,CYDXL3.32C4N,1
nonroad,2022,NYDXL.320H1N,FYDXL0.32H1N,FYDXL0.32H1N,1
nonroad,2019,K6AXL04.2Z17,,K6AXL04.2Z17,0
nonroad,2022,NKBXL02.6END,DKBXL02.6END,DKBXL02.6END,1
nonroad,2021,MLHAL7.96SQC,ELHAL7.96SQC,ELHAL7.96SQC,1
nonroad,2021,MDICL01.8LEA,LDICL01.8LEA,LDICL01.8LEA,1
nonroad,2021,MCPXL58.6HXZ,LCPXL58.6HXZ,LCPXL58.6HXZ,1
nonroad,2021,MVSXL07.7STV,,MVSXL07.7STV,0
nonroad,2021,M6AXL04.2Z17,K6AXL04.2Z17,K6AXL04.2Z17,1
nonroad,2022,NLHAL13.5SWC,MLHAL13.5SWC,MLHAL13.5SWC,1
nonroad,2022,NKBXL02.6E1D,KKBXL02.6E1D,KKBXL02.6E1D,1
nonroad,2021,MMVXL49.0BBA,7MVXL49.0BBA,MMVXL49.0BBA,0
nonroad,2021,MMVXL65.4BBA,9MVXL65.4BBA,MMVXL65.4BBA,0
nonroad,2022,NPKXL01.5F2C,MPKXL01.5F2C,LPKXL1.49F2C,2
nonroad,2022,NPKXL01.7J2V,MPKXL01.7J2V,LPKXL1.66J2V,2
nonroad,2022,NMBXL04.8RJC,FMBXL04.8RJC,FMBXL04.8RJC,1
nonroad,2022,NKMCL1.72A34,LKMCL1.72A34,LKMCL1.72A34,1
nonroad,2022,NKMCL2.29A41,FKMCL2.29A41,FKMCL2.29A41,1
nonroad,2022,NPKXL02.2TCC,MPKXL02.2TCC,LPKXL2.22TCC,2
nonroad,2020,LKBXL02.4E1C,,LKBXL02.4E1C,0
nonroad,2022,NMNBL12.4OR4,HMNBL12.4OR4,GMNBL12.4OR4,2
nonroad,2021,MCEXL019.AAD,,MCEXL019.AAD,0
nonroad,2022,NMMLL02.7C49,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2022,NMMLL02.7D55,KMMLL02.7D65,KMMLL02.7D65,1
