panel,model_year,engine_family,engine_code,engine_test_model,pollutant,test_type,cert_result,units,fel,standard,adj_result,fcl
nonroad,2015,FDZXL07.8046,CFVI210,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2016,GKMCL2.29A41,A2300T3,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2016,GHZXL3.43V43,vs-4M43Z-3150,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2016,GDZXL06.1059,CFVI129A,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2016,GPKXL07.0PW2,PARENT-4324/2200,,NMHC,steady_state,0.17,g/kW-hr,,,,
nonroad,2016,GDZXL04.8029,D3UC100,,NMHC,steady_state,0.2,g/kW-hr,,,,
nonroad,2016,GSIDL16.8H6C,1,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2016,GMMLL02.7C33,CE-33,,NMHC,steady_state,0.67,g/kW-hr,,,,
nonroad,2016,GMNBL24.2OR4,LE131,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2016,GVPXL10.8CJA,3,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2017,HFPXL06.7DGB,F4GE9685A*J,,NMHC,steady_state,0.16,g/kW-hr,,,,
nonroad,2015,FMDDL40.1GNR,7289,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2016,GCPXL08.8NZS,CERT TEST 2,,NMHC,steady_state,0.27,g/kW-hr,,,,
nonroad,2016,GCPXL08.8NZS,CERT TEST 1,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2015,FPEXL01.6DV6,10WARN,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2016,GYDXL3.32NDA,,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2014,EPEXL01.6DV6,10WARA,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2016,GVPXL07.7CJA,4,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2017,HSZXL02.2VTK,4LE1TCVKA-01,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2017,HSZXL03.0JXK,4JJ1XDJKA-01,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2016,GMDDL21.0XWM,7270,,NMHC,steady_state,0.09,g/kW-hr,,,,
nonroad,2017,HCPXL15.2NYS,CERT TEST 2,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2017,HYDXL0.99NWB,,,NMHC,steady_state,0.33,g/kW-hr,,,,
nonroad,2017,HNFXL03.0DD2,ZD30K04N,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2016,GPKXL7.01BL1,PARENT-3730/1800,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2016,GDCLL01.0D5G,3C100LWEG-U1,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2016,GPEXL01.6DV6,10WARA,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2016,GPKXL04.4NP1,PARENT-4506/1800,,NMHC,steady_state,0.25,g/kW-hr,,,,
nonroad,2017,HPKXL04.4NR1,PARENT-4154/2200,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2016,GH3XL2.22TD3,N4LDI-T,,NMHC,steady_state,0.69,g/kW-hr,,,,
nonroad,2017,HVPXL16.1ADA,1,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2016,GCPXL18.1HTH,CERT TEST 1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2017,HKMCL2.28A46,,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2016,GMDDL21.0ZWR,7185,,NMHC,steady_state,0.29,g/kW-hr,,,,
nonroad,2016,GVSXL12.8T4F,13-110,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2017,HMMLL02.6M63,VNEM363,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2017,HMDDL95.4GTR,7292,,NMHC,steady_state,0.25,g/kW-hr,,,,
nonroad,2017,HFPXL10.3TR3,F3AE0684T*E,,NMHC,steady_state,0.21,g/kW-hr,,,,
nonroad,2017,HMMLL02.6T63,VNET363,,NMHC,steady_state,0.07,g/kW-hr,,,,
nonroad,2017,HKHXL.34935D,,,NMHC,steady_state,1.47,g/kW-hr,,,,
nonroad,2016,GCPXL15.2HTF,CERT TEST 1,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2017,HKHXL3.36EST,,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2017,HKHXL2.48TCR,,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2017,HFPXL03.4BPC,F5HFL464D*F,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2017,HFPXL03.4BPD,F5HFL464D*F,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2017,HDZXL07.1031,D3CC202,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2017,HDZXL02.9021,"C4DI36,4",,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2018,JMVXL02.5DAA,S4Q2-Y3EPA2,,NMHC,steady_state,0.26,g/kW-hr,,,,
nonroad,2018,JYDXL1.12NPA,,,NMHC,steady_state,0.2,g/kW-hr,,,,
nonroad,2017,HDZXL04.1054,CFVI110,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2017,HDZXL02.9020,C4DI55C,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2017,HCEXL023.AAB,CPL3352FR50069,,NMHC,steady_state,0.39,g/kW-hr,,,,
nonroad,2017,HCPXL78.1NVF,CERT 1,,NMHC,steady_state,0.06,g/kW-hr,,,,
nonroad,2017,HMVXL01.3EEE,S3L2-G2500,,NMHC,steady_state,0.98,g/kW-hr,,,,
nonroad,2017,HYDXL1.57TDA,,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JFPXL06.7DGS,F4HE9685A*J,,NMHC,steady_state,0.18,g/kW-hr,,,,
nonroad,2018,JCPXL12.5NYS,CERT TEST 1,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2018,JPKXL04.4NM1,PARENT-3058/2200,,NMHC,steady_state,0.14,g/kW-hr,,,,
nonroad,2018,JPKXL04.4NR2,PARENT-4290/2200,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2017,HSIDL03.3G7B,1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JKHXL1.86DIM,,,NMHC,steady_state,0.81,g/kW-hr,,,,
nonroad,2018,JKHXL2.48ESM,,,NMHC,steady_state,0.42,g/kW-hr,,,,
nonroad,2017,HKLXL23.2FDD,5C01,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2017,HMNBL24.2OR4,LE131,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JMVXL01.3EEE,S3L2-G2500,,NMHC,steady_state,0.98,g/kW-hr,,,,
nonroad,2017,HKLXL11.0DDC,5C05,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JVPXL12.8BCA,1,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2018,JKMCL1.17A33,,,NMHC,steady_state,0.13,g/kW-hr,,,,
nonroad,2018,JCPXL32.0NZS,CERT TEST 2,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2017,HH3XL2.22TD3,N4LDI-T,,NMHC,steady_state,0.66,g/kW-hr,,,,
nonroad,2017,HH3XL2.22TD3,N4LDI-T,,NMHC,steady_state,0.69,g/kW-hr,,,,
nonroad,2017,HH3XL2.22TDI,N4LDI-TA,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2018,JH3XL2.22TD3,N4LDI-T,,NMHC,steady_state,0.66,g/kW-hr,,,,
nonroad,2018,JMMLL02.7M40,UT-48,,NMHC,steady_state,0.09,g/kW-hr,,,,
nonroad,2017,HVPXL05.1CJA,3,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JMMLL02.7M30,UT-41,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2018,JH3XL2.22TF4,EP60/2800,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2017,HCEXL0540AAB,2701:FR92858G,,NMHC,steady_state,0.25,g/kW-hr,,,,
nonroad,2017,HCPXL08.8NZS,CERT TEST 2,,NMHC,steady_state,0.27,g/kW-hr,,,,
nonroad,2017,HCEXL050.AAD,1485:FR4446,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2018,JDZXL06.1048,CFWT211U,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2017,HCPXL09.3HTF,CERT TEST 1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2017,HH3XL2.22TF4,EP60/2800,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2018,JMVXL01.3FFF,S3L2-G1800,,NMHC,steady_state,0.34,g/kW-hr,,,,
nonroad,2017,HFPXL06.7SDB,F4HFE613T*B,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2017,HFPXL06.7SDB,F4HFE613T*B,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2017,HY9XL16.4DAA,2 257 386,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2017,HY9XL16.4DBA,2 257 387,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2018,JCPXL08.8NZS,CERT TEST 1,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2017,HH3XL2.22TCC,GR49/1800C,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2018,JHZXL.517M52,vs-D42-3000,,NMHC,steady_state,0.29,g/kW-hr,,,,
nonroad,2018,JDZXL04.1054,CFVI110,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JKLXL15.2EDC,5C01,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2018,JH3XL2.22NLC,PARENT-GN28/1500C,,NMHC,steady_state,0.26,g/kW-hr,,,,
nonroad,2018,JFPXL03.4BSD,F5HFL463D*G,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2018,JH3XL2.22TDI,N4LDI-TA,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2018,JH3XL2.22TDI,N4LDI-TA,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2018,JKLXL08.9AAM,4353:FR94516,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KKHXL3.36TCG,,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2019,KSZXL02.2ZTB,4LE2TDZBA-01,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2019,KPKXL04.4ML1,PARENT-3790/1800,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KSIDL07.4G6B,1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KPKXL7.01BL1,PARENT-3730/1800,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KH3XL1.49FTV,PARENT-EL25/1800,,NMHC,steady_state,0.2,g/kW-hr,,,,
nonroad,2019,KH3XL2.22TF3,EP49/2600B,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2019,KCPXL27.0NZS,CERT TEST 2,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2019,KPKXL04.4NP1,PARENT-4144/2200,,NMHC,steady_state,0.17,g/kW-hr,,,,
nonroad,2019,KH3XL2.00N84,PARENT-30D/2600,,NMHC,steady_state,0.3,g/kW-hr,,,,
nonroad,2018,JPKXL07.0BN1,PARENT-4350/1800,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JPKXL04.4MU1,PARENT4068/2200,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JMBXL10.6RJA,470LA.E4-1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JCPXL18.1NZS,CERT TEST 1,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2018,JFPXL04.5LBH,F4HFE413G*B,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KHZXL.517M53,vs-B50-3000,,NMHC,steady_state,0.16,g/kW-hr,,,,
nonroad,2019,KHZXL1.95C50,1800-con-36.4,,NMHC,steady_state,0.06,g/kW-hr,,,,
nonroad,2018,JFPXL08.7CLA,F2CFE614A*B,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2018,JMBXL07.7RJA,934LA.E4-1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JKMCL2.09A43,A2000N2,,NMHC,steady_state,0.13,g/kW-hr,,,,
nonroad,2019,KSCLL03.6R74,SJV326CR,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JCPXL78.1NZS,CERT TEST 2,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2019,KMBXL07.7RJA,936LA.E4-1,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KMBXL12.8RJA,471LA.E4-1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KKMCL1.17A33,,,NMHC,steady_state,0.09,g/kW-hr,,,,
nonroad,2018,JCEXL0661AAH,1778:FR20144,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2019,KMMLL02.7C33,CE-33,,NMHC,steady_state,0.49,g/kW-hr,,,,
nonroad,2019,KMMLL02.7C40,CE-40,,NMHC,steady_state,0.39,g/kW-hr,,,,
nonroad,2019,KDZXL06.1048,CFWT211U,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2019,KDZXL07.1027,D3CC202,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2019,KDZXL07.1028,D3CC251,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2019,KDZXL06.1059,CFVI129A,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KKHXL1.86DIM,,,NMHC,steady_state,0.81,g/kW-hr,,,,
nonroad,2019,KMMLL02.6N52,VNE352,,NMHC,steady_state,0.09,g/kW-hr,,,,
nonroad,2019,KKMCL2.28A46,,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2018,JKLXL03.3JDB,4C13,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KMVXL37.1BBA,S12H-Y2PTAW-1,,NMHC,steady_state,0.42,g/kW-hr,,,,
nonroad,2018,JY9XL09.3DAA,2 133 497,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2019,KMVXL01.8EBA,S3L2-P14-1,,NMHC,steady_state,0.34,g/kW-hr,,,,
nonroad,2018,JCPXL27.0HXF,CERT TEST 2,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2018,JCEXL08.9AAL,4198:FR94168,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2018,JCPXL09.3HTF,CERT TEST 1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JCPXL12.5HTF,CERT TEST 2,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2018,JCPXL15.2HTF,CERT TEST 1,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2018,JCEXL0540AAB,2701:FR92858G,,NMHC,steady_state,0.25,g/kW-hr,,,,
nonroad,2016,GSZXL02.2PXA,4LE2XDPAA-01,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2018,JSZXL02.2PXB,4LE2XDPBA-01,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2018,JSZXL02.2PXC,4LE2XDPCA-01,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KCPXL18.1NYS,CERT TEST 3,,NMHC,steady_state,0.13,g/kW-hr,,,,
nonroad,2019,KCPXL18.1NYS,CERT TEST 2,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2019,KKLXL23.2FDC,5C01,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KSCLL03.6C74,SJV326CR,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KCPXL08.8NZS,CERT TEST 2,,NMHC,steady_state,0.27,g/kW-hr,,,,
nonroad,2019,KCPXL08.8NZS,CERT TEST 1,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2019,KKOEL3.24TAX,4R810TA1,,NMHC,steady_state,0.46,g/kW-hr,,,,
nonroad,2020,LHZXL1.95V51,3H50TICD-vs-28-IFNsi,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2019,KKHXL2.48TCR,,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KDICL05.8LEA,DL06-LEE02,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2019,KDICL07.6LEA,DL08-LEE01,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2020,LMBXL10.6RJA,470LA.E4-1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2020,LMBXL15.6RJA,473LA.E4-1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KSIDL06.6G6D,1,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2020,LSIDL03.3G7B,1,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2019,KCEXL023.AAB,CPL2852FR50049,,NMHC,steady_state,0.3,g/kW-hr,,,,
nonroad,2019,KCEXL023.AAB,CPL3083FR50063,,NMHC,steady_state,0.33,g/kW-hr,,,,
nonroad,2019,KDICL02.4LEA,DL02-LEL05,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2020,LCPXL15.2NYS,CERT TEST 1,,NMHC,steady_state,0.22,g/kW-hr,,,,
nonroad,2020,LCPXL15.2NYS,CERT TEST 2,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2020,LSZXL02.2ZTA,4LE2TDZAA-01,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2020,LCEXL023.AAB,CPL2621FR50047,,NMHC,steady_state,0.44,g/kW-hr,,,,
nonroad,2020,LVPXL16.1ACW,4,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2019,KCEXL0540AAB,8548:FR91672,,NMHC,steady_state,0.27,g/kW-hr,,,,
nonroad,2019,KH3XL2.22TDI,N4LDI-TA,,NMHC,steady_state,0.24,g/kW-hr,,,,
nonroad,2019,KH3XL.761F2V,PARENT-EG10/2800,,NMHC,steady_state,0.67,g/kW-hr,,,,
nonroad,2019,KMVXL03.3CBB,D04EG-MECH-P68-1,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2020,LPKXL04.4NM1,PARENT-3058/2200,,NMHC,steady_state,0.14,g/kW-hr,,,,
nonroad,2019,KKLXL03.3JDC,5C02,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KKLXL03.3JDC,5C02,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LMMLL02.7C49,CE-49,,NMHC,steady_state,0.43,g/kW-hr,,,,
nonroad,2020,LMMLL02.7C38,CE-38,,NMHC,steady_state,0.42,g/kW-hr,,,,
nonroad,2020,LMMLL02.7M30,UT-41,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2019,KDZXL02.9016,C4DI55C,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2019,KDZXL02.9016,C4DT55D,,NMHC,steady_state,0.14,g/kW-hr,,,,
nonroad,2019,KCPXL78.1NVF,CERT 1,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2020,LH3XL1.13J2V,PARENT-IJ24/2800,,NMHC,steady_state,0.4,g/kW-hr,,,,
nonroad,2019,KDZXL03.6018,C4DI55F,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KKLXL30.5GDC,5C01,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2020,LDZXL07.1028,D3CC251,,NMHC,steady_state,0.08,g/kW-hr,,,,
nonroad,2019,KDZXL07.8046,CFVI210,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KDZXL07.8046,CFVI210,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2020,LPKXL07.0VL4,PARENT-6188/2200,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KCPXL27.0HXF,CERT TEST 1,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2020,LDZXL03.6018,C4DI55F,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LMDDL40.1GNR,7289,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2020,LFPXL03.4DE1,F5DGL463B*X,,NMHC,steady_state,0.31,g/kW-hr,,,,
nonroad,2019,KCPXL09.3NTF,CERT TEST 1,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2020,LMMLL02.7H42,HE-42,,NMHC,steady_state,0.3,g/kW-hr,,,,
nonroad,2019,KCPXL09.3HTF,CERT TEST 1,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2019,KKBXL02.6E1D,V2607-CR-T-EW01,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2019,KCPXL15.2HTF,CERT TEST 1,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2020,LKLXL30.5GDC,5C01,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2020,LPKXL1.66J2V,PARENT-IS24/2200,,NMHC,steady_state,0.88,g/kW-hr,,,,
nonroad,2020,LPKXL.761F1C,PARENT-6576/1800,,NMHC,steady_state,0.6,g/kW-hr,,,,
nonroad,2021,MYDXL2.09NFB,,,NMHC,steady_state,0.93,g/kW-hr,,,,
nonroad,2020,LLGCL01.9L3C,L3C19-T3,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2020,LCPXL08.8NZS,CERT TEST 2,,NMHC,steady_state,0.27,g/kW-hr,,,,
nonroad,2020,LPKXL1.49N3C,PARENT-GK18/1500C,,NMHC,steady_state,0.36,g/kW-hr,,,,
nonroad,2020,LCPXL32.0NZS,CERT TEST 1,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2020,LPKXL04.4NR1,PARENT-4154/2200,,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2020,LPKXL04.4NR1,PARENT-4514/1800,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2020,LCPXL84.7NSF,CERT 1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2013,DLHAL16.2VZC,V08MZ7104,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2021,MKLXL03.3JDB,4C13,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2020,LCPXL78.1NZS,CERT TEST 4,,NMHC,steady_state,0.07,g/kW-hr,,,,
nonroad,2021,MSZXL02.2PXB,4LE2XDPBA-01,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2021,MSZXL02.2VNL,4LE2NCVLA-01,,NMHC,steady_state,0.77,g/kW-hr,,,,
nonroad,2021,MSZXL02.2ZTB,4LE2TDZBA-01,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2021,MMVXL01.8EDB,S3L2-P18-2,,NMHC,steady_state,0.42,g/kW-hr,,,,
nonroad,2021,MMVXL03.3EAC,D04EG-P36-4,,NMHC,steady_state,0.32,g/kW-hr,,,,
nonroad,2020,LSIDL06.6I7C,1,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LY9XL16.4DBA,2 257 387,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2020,LCEXL08.9AAR,5540:FR96977-G1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2021,MSIDL09.8H6C,1,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2020,LDZXL02.9016,C4DT55D,,NMHC,steady_state,0.14,g/kW-hr,,,,
nonroad,2020,LVPXL05.1CJA,3,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LCPXL18.1NYS,CERT TEST 2,,NMHC,steady_state,0.11,g/kW-hr,,,,
nonroad,2020,LCPXL18.1NZS,CERT TEST 1,,NMHC,steady_state,0.09,g/kW-hr,,,,
nonroad,2021,MPKXL02.2TCC,PARENT-GR49/1800C,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2021,MMMLL02.6M63,VNEM363,,NMHC,steady_state,0.05,g/kW-hr,,,,
nonroad,2012,CCEXL019.AAD,8533:FR4431,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2019,KCEXL019.AAD,8533:FR4431,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2021,MMMLL02.1E35,CE-35,,NMHC,steady_state,0.1,g/kW-hr,,,,
nonroad,2021,MPKXL07.0PW1,PARENT4364/1800,,NMHC,steady_state,0.19,g/kW-hr,,,,
nonroad,2021,MPKXL04.4NL1,PARENT-3454/1800,,NMHC,steady_state,0.21,g/kW-hr,,,,
nonroad,2021,MPKXL04.4NL1,PARENT-3066/2200,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2020,LFPXL11.1FS1,F3GFE613A*H,,NMHC,steady_state,0.02,g/kW-hr,,,,
nonroad,2020,LFPXL12.9TDS,F3DFE613F*B,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2021,MPKXL.761F1C,PARENT-6576/1800,,NMHC,steady_state,0.6,g/kW-hr,,,,
nonroad,2021,MYDXL01.3NPB,,,NMHC,steady_state,0.28,g/kW-hr,,,,
nonroad,2021,MMMLL03.5N85,VNE485,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2015,FCEXL050.AAD,1485:FR4446,,NMHC,steady_state,0.14,g/kW-hr,,,,
nonroad,2020,LDZXL02.9021,"C4DI36,4",,NMHC,steady_state,0.12,g/kW-hr,,,,
nonroad,2021,MDZXL07.1026,D3UC151,,NMHC,steady_state,0.15,g/kW-hr,,,,
nonroad,2020,LDZXL07.8046,CFVI210,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2021,MMMLL03.5N92,VNE492,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LVSXL12.8T4F,13-110,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2021,MJCBL04.4S09,V1C,,NMHC,steady_state,0.06,g/kW-hr,,,,
nonroad,2020,LCPXL12.5NTF,CERT TEST 2,,NMHC,steady_state,0.04,g/kW-hr,,,,
nonroad,2021,MMDDL14.0ZWK,7215,,NMHC,steady_state,0.33,g/kW-hr,,,,
nonroad,2021,MPKXL04.4MW1,PARENT4238/2200,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2021,MCPXL18.1NYS,CERT TEST 3,,NMHC,steady_state,0.13,g/kW-hr,,,,
nonroad,2021,MSIDL04.9G6C,1,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2021,MSIDL04.9G6C,1,,NMHC,steady_state,0.03,g/kW-hr,,,,
nonroad,2021,MAELL2.76ECR,D10718890,,NMHC,steady_state,0.13,g/kW-hr,,,,
nonroad,2021,MKLXL06.7AAP,4458:FR94587,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2021,MKLXL03.3JDC,5C02,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2022,NMVXL01.8EDB,S3L2-P18-2,,NMHC,steady_state,0.42,g/kW-hr,,,,
nonroad,2021,MDZXL06.1061,CFWT120U,,NMHC,steady_state,0.01,g/kW-hr,,,,
nonroad,2020,LVPXL16.1CDC,1,,NMHC,steady_state,0.0,g/kW-hr,,,,
nonroad,2021,MDICL01.8LEB,DM01-LEP00,,NMHC,steady_state,0.0,g/kW-hr,,,,
