panel,model_year,engine_family,engine_code,engine_test_model,pollutant,test_type,cert_result,adj_result,standard,fel,fcl,df_type,df_value,units
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NOx,steady_state,0.05,0.017,0.2,0.06,,Transient Multiplicative,1.57,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,N2O,steady_state,0.03,0.03,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.007,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,CO2,steady_state,499.0,498.6,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Steady-State Multiplicative,1.04,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NOx,steady_state,0.05,0.017,0.2,0.06,,Steady-State Multiplicative,2.682,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NOx,steady_state,0.05,0.017,0.2,0.06,,Transient Multiplicative,1.57,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,N2O,steady_state,0.03,0.028,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.007,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4A,PTFHTRDM,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO2,steady_state,493.0,493.3,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Steady-State Multiplicative,1.1,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,HCHO,steady_state,0.0,0.0,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,HCHO,steady_state,0.0,0.0,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NOx,steady_state,0.06,0.017,0.2,0.08,,Steady-State Multiplicative,3.415,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NOx,steady_state,0.06,0.017,0.2,0.08,,Transient Multiplicative,1.794,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,N2O,steady_state,0.03,0.03,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.1550000000000002,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO2,steady_state,499.0,498.6,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Steady-State Multiplicative,1.1,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NOx,steady_state,0.06,0.017,0.2,0.08,,Steady-State Multiplicative,3.415,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NOx,steady_state,0.06,0.017,0.2,0.08,,Transient Multiplicative,1.794,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,N2O,steady_state,0.03,0.028,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.1550000000000002,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P4B,PTFHTRDN,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO2,steady_state,493.0,493.3,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Steady-State Multiplicative,1.08,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,HCHO,steady_state,0.0,0.0,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,HCHO,steady_state,0.0,0.0,,,,Transient Additive,0.001,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NOx,steady_state,0.07,0.017,0.2,0.09,,Steady-State Multiplicative,4.066,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NOx,steady_state,0.07,0.017,0.2,0.09,,Transient Multiplicative,2.225,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,N2O,steady_state,0.03,0.03,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.685,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO2,steady_state,499.0,498.6,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Steady-State Multiplicative,1.08,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CO,steady_state,0.0,0.02,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,HCHO,steady_state,0.0,0.001,,,,Transient Additive,0.001,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NOx,steady_state,0.07,0.017,0.2,0.09,,Steady-State Multiplicative,4.066,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NOx,steady_state,0.07,0.017,0.2,0.09,,Transient Multiplicative,2.225,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,N2O,steady_state,0.03,0.028,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,NMHC,steady_state,0.0,0.0,0.14,,,Transient Multiplicative,2.685,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RFMXH06.7P5C,PTFHTRDF,4V F-Series,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CO2,steady_state,498.0,498.2,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CO2,steady_state,498.0,498.2,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CO,steady_state,0.0,0.0,15.5,,,Steady-State Multiplicative,1.75,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CO,steady_state,0.0,0.0,15.5,,,Transient Multiplicative,3.08,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CH4,steady_state,0.02,0.0,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,CH4,steady_state,0.02,0.0,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,NOx,steady_state,0.05,0.032,0.2,0.1,,Steady-State Multiplicative,1.69,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,NOx,steady_state,0.05,0.032,0.2,0.1,,Transient Multiplicative,1.456,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,N2O,steady_state,0.02,0.002,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,N2O,steady_state,0.02,0.002,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,NMHC,steady_state,0.01,0.012,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,NMHC,steady_state,0.01,0.012,0.14,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,PM,steady_state,0.0,0.0,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RGMXH06.6010,1,350,PM,steady_state,0.0,0.0,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,CO2,steady_state,423.0,423.40000000000003,,455.0,442.0,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,CO,steady_state,0.0,0.02,15.5,,,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,CH4,steady_state,0.02,0.0,,,,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,NOx,steady_state,0.13,0.13,0.2,,,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,N2O,steady_state,0.08,0.07400000000000001,,,,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,NMHC,steady_state,0.03,0.004,0.14,,,,,g/bhp-hr
highway,2024,RNVXH07570SA,G7566,A515,PM,steady_state,0.0,0.0,0.01,,,,,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CO,steady_state,0.0,0.0,15.5,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CO,steady_state,0.0,0.0,15.5,,,Transient Multiplicative,1.917,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CH4,steady_state,0.02,0.0,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,CH4,steady_state,0.02,0.0,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Steady-State Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Transient Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,NMHC,steady_state,0.0,0.004,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,NMHC,steady_state,0.0,0.004,0.14,,,Transient Multiplicative,1.524,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,PM,steady_state,0.0,0.002,0.01,,,Steady-State Additive,0.002,g/bhp-hr
highway,2024,RNVXH07750SA,G7610,S515,PM,steady_state,0.0,0.002,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CO,steady_state,0.0,0.0,15.5,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CO,steady_state,0.0,0.0,15.5,,,Transient Multiplicative,1.917,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CH4,steady_state,0.02,0.0,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,CH4,steady_state,0.02,0.0,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Steady-State Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Transient Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,NMHC,steady_state,0.0,0.004,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,NMHC,steady_state,0.0,0.004,0.14,,,Transient Multiplicative,1.524,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,PM,steady_state,0.0,0.002,0.01,,,Steady-State Additive,0.002,g/bhp-hr
highway,2024,RNVXH07750SB,G7634,S515,PM,steady_state,0.0,0.002,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CO2,steady_state,431.0,430.7,,447.0,434.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CO,steady_state,0.0,0.0,15.5,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CO,steady_state,0.0,0.0,15.5,,,Transient Multiplicative,1.917,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CH4,steady_state,0.02,0.0,,,,Steady-State Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,CH4,steady_state,0.02,0.0,,,,Transient Additive,0.02,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,NOx,steady_state,0.02,0.022000000000000002,0.2,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Steady-State Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,N2O,steady_state,0.02,0.015000000000000001,,,,Transient Additive,0.01,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,NMHC,steady_state,0.0,0.004,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,NMHC,steady_state,0.0,0.004,0.14,,,Transient Multiplicative,1.524,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,PM,steady_state,0.0,0.002,0.01,,,Steady-State Additive,0.002,g/bhp-hr
highway,2024,RNVXH07750SC,G7822,S515,PM,steady_state,0.0,0.002,0.01,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CO2,steady_state,444.0,443.6,,458.0,445.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CO2,steady_state,444.0,443.6,,458.0,445.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CO,steady_state,0.0,0.0,15.5,,,Steady-State Additive,0.033,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CO,steady_state,0.0,0.0,15.5,,,Transient Additive,0.093,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CH4,steady_state,0.0,0.001,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,NOx,steady_state,0.1,0.08,0.2,,,Steady-State Multiplicative,1.254,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,NOx,steady_state,0.1,0.08,0.2,,,Transient Multiplicative,1.695,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,N2O,steady_state,0.06,0.051000000000000004,,,,Steady-State Additive,0.004,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,N2O,steady_state,0.06,0.051000000000000004,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,NMHC,steady_state,0.01,0.008,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,NMHC,steady_state,0.01,0.008,0.14,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,PM,steady_state,0.0,0.002,0.01,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8C21,443 hp,MX-11_443hp,PM,steady_state,0.0,0.002,0.01,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CO2,steady_state,444.0,443.6,,458.0,445.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CO2,steady_state,444.0,443.6,,458.0,445.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CO,steady_state,0.0,0.0,15.5,,,Steady-State Additive,0.033,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CO,steady_state,0.0,0.0,15.5,,,Transient Additive,0.093,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CH4,steady_state,0.0,0.001,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,CH4,steady_state,0.0,0.001,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,NOx,steady_state,0.1,0.08,0.2,,,Steady-State Multiplicative,1.254,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,NOx,steady_state,0.1,0.08,0.2,,,Transient Multiplicative,1.695,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,N2O,steady_state,0.06,0.051000000000000004,,,,Steady-State Additive,0.004,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,N2O,steady_state,0.06,0.051000000000000004,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,NMHC,steady_state,0.01,0.008,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,NMHC,steady_state,0.01,0.008,0.14,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,PM,steady_state,0.0,0.002,0.01,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH10.8M21,443 hp,MX-11_443hp,PM,steady_state,0.0,0.002,0.01,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CO2,steady_state,436.0,436.3,,452.0,439.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CO2,steady_state,436.0,436.3,,452.0,439.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CO,steady_state,0.0,0.0,15.5,,,Steady-State Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CO,steady_state,0.0,0.0,15.5,,,Transient Multiplicative,1.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CH4,steady_state,0.0,0.002,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,CH4,steady_state,0.0,0.002,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,NOx,steady_state,0.01,0.005,0.2,,,Steady-State Multiplicative,1.5223,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,NOx,steady_state,0.01,0.005,0.2,,,Transient Multiplicative,1.0923,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,N2O,steady_state,0.06,0.045000000000000005,,,,Steady-State Additive,0.011000000000000001,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,N2O,steady_state,0.06,0.045000000000000005,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,NMHC,steady_state,0.0,0.001,0.14,,,Steady-State Multiplicative,1.375,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,NMHC,steady_state,0.0,0.001,0.14,,,Transient Multiplicative,1.165,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,PM,steady_state,0.0,0.001,0.01,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C01,510 hp,MX-13_510hp,PM,steady_state,0.0,0.001,0.01,,,Transient Additive,0.00030000000000000003,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CO2,steady_state,446.0,446.3,,459.0,446.0,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CO2,steady_state,446.0,446.3,,459.0,446.0,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CO,steady_state,0.0,0.0,15.5,,,Steady-State Additive,0.033,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CO,steady_state,0.0,0.0,15.5,,,Transient Additive,0.093,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CH4,steady_state,0.0,0.0,,,,Steady-State Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,CH4,steady_state,0.0,0.0,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,NOx,steady_state,0.05,0.036000000000000004,0.2,,,Steady-State Multiplicative,1.254,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,NOx,steady_state,0.05,0.036000000000000004,0.2,,,Transient Multiplicative,1.695,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,N2O,steady_state,0.05,0.045000000000000005,,,,Steady-State Additive,0.004,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,N2O,steady_state,0.05,0.045000000000000005,,,,Transient Additive,0.0,g/bhp-hr
highway,2024,RPCRH12.9C21,510 hp,MX-13_510hp,NMHC,steady_state,0.0,0.005,0.14,,,Steady-State Multiplicative,1.0,g/bhp-hr
