panel,model_year,engine_family,engine_model,engine_code,displacement_l,certification_fuel,engine_operation,test_procedure,test_procedure_type
nonroad,2019,KKHXL1.37SF1,KDW1404(2700),,1.371,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JHZXL1.95V50,4H50TIC,2800-var-55.0,1.951,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JDZXL07.8051,TCD7.8L6,CFVI250A,7.755000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KKHXL2.48ESM,KD2504ESM,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKBXL03.8AMD,,,,,,,
nonroad,2019,KKBXL02.6E2D,V2607-CR-TI-EW,V2607-CR-TI-EW01,2.616,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JDZXL02.9020,TD2.9L4,C4DI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JSIDL16.8H6C,168AWF.1022,1,16.838,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JJDXL04.5315,,,,,,,
nonroad,2018,JJDXL06.8302,,,,,,,
nonroad,2018,JLGCL01.9L3T,L3C19-T7,L3C19-T7,1.879,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KPKXL07.0PW2,1106D-E70TA(C7.1),PARENT-4324/2200,7.014,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KJDXL09.0114,,,,,,,
nonroad,2018,JMBXL12.8RJA,OM 471 LA,471LA.E4-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KMVXL03.3AAJ,S4S-DTB,S4S-Y3DT61SD,3.3000000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KFPXL06.7SCA,,,,,,,
nonroad,2018,JPKXL07.0BN1,1206F-E70TTA(C7.1),PARENT-4346/2200,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KYDXL1.27NPA,,,,,,,
nonroad,2019,KYDXL1.11S3N,,,,,,,
nonroad,2018,JH3XL1.66JTV,403J-17T(C1.7),PARENT-IF24/2200,1.663,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCPXL09.3HPA,C9.3,CERT TEST 1,9.286,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KFPXL03.4BPD,,,,,,,
nonroad,2019,KYDXL1.27NSA,,,,,,,
nonroad,2019,KYDXL1.64S3A,,,,,,,
nonroad,2018,JFPXL03.4BPC,,,,,,,
nonroad,2019,KYDXL1.27NS1,,,,,,,
nonroad,2018,JMBXL07.7RJA,OM 936 LA,936LA.E4-1,7.698,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KMDDL14.0ZWK,6R1600G80S,7215,10.5,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKMCL1.72A31,A1700N3,A1700N3,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JKMCL2.29A48,A2300N2,A2300N2,2.287,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JKMCL2.29A41,A2300T3,A2300T3,2.287,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KDCLL01.6D87,,,,,,,
nonroad,2019,KVSXL16.1T4F,D16J,16-21,16.123,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KDZXL06.1049,TCD6.1L6,CFWT174U,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JFPXL06.7SDB,F4HFE413S*B,F4HFE413S*B,4.485,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KKBXL.416KCC,,,,,,,
nonroad,2019,KMDDL76.3XTM,12V4000C65,7266,57.199000000000005,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KDZXL07.1031,TCD2013L06 4V,D3CC202,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CFPXL03.2SCI,F5AE9454K*A,F5AE9454K*A,3.202,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KYDXL3.32TGA,,,,,,,
nonroad,2019,KKBXL01.5FCC,,,,,,,
nonroad,2019,KKBXL01.73CB,,,,,,,
nonroad,2019,KKBXL01.5BPD,,,,,,,
nonroad,2019,KMMLL02.7M40,UT-48,UT-48,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KKBXL03.8CMD,,,,,,,
nonroad,2018,JYDXL3.05HDA,4QHNPC,,3.0540000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JJDXL06.8120,,,,,,,
nonroad,2018,JMVXL49.0BBA,S12R-PTAW,S12R-Y2PTAW-1,49.028000000000006,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JJDXL13.5310,,,,,,,
nonroad,2018,JMVXL01.3EBA,S3L2,S3L2-P14-1,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KYDXL1.27NPB,4WNKPE,,1.2670000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JCEXL0540AAB,QSL,8641:FR95930,8.88,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DSZXL02.2PXA,AP-4LE2X,4LE2XDPAA-01,2.1790000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KJDXL02.9318,3029,3029HPRNT2,2.94,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KJDXL04.5311,,,,,,,
nonroad,2018,JMVXL03.3EAA,D04EG-NA,D04EG-P36-1,3.331,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KFPXL11.1T4W,,,,,,,
nonroad,2020,LHZXL1.95C51,3H50TICD,3H50TICD-cs-18-IFN,1.463,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMBXL12.8RJA,OM 471 LA,471LA.E4-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LMBXL12.8RJA,OM 471 LA,471LA.E4-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCPXL78.1NSF,3516C,CERT 1,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LFPXL12.9IGR,,,,,,,
nonroad,2014,EMVXL03.3GGG,D04EG-TAA,D04EG-74kW-1,3.331,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LSZXL02.2VNL,LV-4LE2,4LE2NCVLA-01,2.1790000000000003,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LSZXL02.2PXC,CP-4LE2X,4LE2XDPCA-01,2.1790000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KPKXL07.0VM1,1206J-E70TTA(C7.1),PARENT-4902/1800,7.014,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LYDXL1.27NS1,,,,,,,
nonroad,2020,LYDXL1.64NGA,,,,,,,
nonroad,2020,LSIDL16.8H6C,168AWF.1022,1,16.838,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMVXL49.0BBA,S12R-PTAW,S12R-Y2PTAW-1,49.028000000000006,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LMVXL65.4BBA,S16R-PTAW2,S16R-Y2PTAW2-1,65.37,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LCPXL78.1NSF,3516C,CERT 2,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HSZXL02.2ZTA,AZ-4LE2T,4LE2TDZAA-01,2.1790000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KDCLL02.4HTV,4HT4,5520-2654,2.435,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KMNBL24.2OR4,,,,,,,
nonroad,2020,LFPXL06.7DGB,,,,,,,
nonroad,2020,LKBXL03.3BCC,,,,,,,
nonroad,2020,LKBXL03.8AAC,,,,,,,
nonroad,2020,LKBXL02.4E2D,,,,,,,
nonroad,2020,LKBXL02.6GND,,,,,,,
nonroad,2019,KDZXL04.1054,D4J,CFVI115,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MKBXL02.23CB,,,,,,,
nonroad,2020,LMNBL24.2OR4,,,,,,,
nonroad,2019,KH3XL2.22TD3,4LT362800,N4LDI-T,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KH3XL.507F1V,E672L-F,PARENT-6701,0.508,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KDICL01.8LEB,DM01P,DM01-LEP00,1.794,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LYDXL0.57NXA,,,,,,,
nonroad,2019,KCPXL106.NVG,C175-20,CERT 1,105.83200000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMMLL03.5H20,VNE4120,VNE4120,3.532,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMMLL02.6N52,VNE352,VNE352,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LMMLL03.5H00,VNE4100,VNE4100,3.532,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LH3XL2.22TD7,EQ49DI/2800ABT,C2.2,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LH3XL1.49N3C,403D-15(C1.5),PARENT-GK18/1500C,1.496,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LH3XL2.22TIC,404D-22TA(C2.2),PARENT-GR66B/2800,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KKOEL4.33TAX,4K1080TA1,4K1080TA1,4.33,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LDZXL02.9034,TCD2.9L4,C4EI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KDZXL03.6060,TCD3.6L4,CFXI100D,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LDZXL07.1032,TCD2013L06 4V,D3CC250,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LYDXL3.32S4N,,,,,,,
nonroad,2019,KCEXL050.AAD,QSK19-G,1485:FR4446,18.942,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LKHXL2.48EST,KDI 2504TM/G18,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LDZXL03.6060,TCD3.6L4,CFXI100D,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KAELL2.76ECR,E3.276CR,D10718890,2.761,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LKOEL3.24TAX,4R810TA1,4R810TA1,3.2430000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LAELL2.76ECR,E3.276CR,D10718890,2.761,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LPKXL1.13F2C,403F-11(C1.1),PARENT-6602/1800,1.1320000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LPKXL1.49F2V,403F-15(C1.5),PARENT-EK25/2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LPKXL1.49FTV,403F-15T(C1.5),PARENT-EL25/1800,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LPKXL2.22F2V,404F-22(C2.2),PARENT-EN25/2200,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LDZXL04.1056,TCD4.1L4,CFVT120U,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LKMCL1.72A32,A1700T1,A1700T1,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LPKXL.761F2V,402F-05(C0.5),PARENT-EG10/2800,0.508,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LLGCL01.9L3T,L3C19-T7,L3C19-T7,1.879,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMVXL01.8EBA,S3L2,S3L2-P14-1,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LPKXL04.4NM2,1104D-44TA(C4.4),PARENT-2972/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MKLXL23.2FDC,SAA6D170E-7-A,5C01,23.152,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LYDXL3.32TKA,4TTNACJD,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MSZXL03.0PTA,AP-4JJ1T,4JJ1TDPAA-01,2.999,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL13.0AAA,QSZ13-G7,3836:FR20454,12.981,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MJDXL04.5214,,,,,,,
nonroad,2021,MJDXL09.0114,,,,,,,
nonroad,2021,MJDXL13.5146,,,,,,,
nonroad,2020,LPKXL2.22TD7,404F-E22T(C2.2),PARUS-EQ49DI/2800ABT,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MJDXL06.8312,,,,,,,
nonroad,2021,MVPXL16.1ACG,TAD1643VE,1,16.123,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MVPXL16.1BDA,TAD1650 GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MVPXL16.1ACW,TWD1643GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MVPXL16.1ACW,TWD1645GE,4,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LCPXL106.NVF,C175-16,CERT 1,84.66600000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LCPXL18.1NYS,C18,CERT TEST 1,18.131,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCEXL08.9AAK,QSL8.9,3888;FR93875,8.88,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCEXL08.9AAN,QSL8.9,4807;FR95299,8.88,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MLGCL01.9L3D,,,,,,,
nonroad,2021,MYDXL.993NSB,,,,,,,
nonroad,2021,MMMLL02.6T70,VNET370,VNET370,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DCEXL019.AAD,QSK19-C,8533:FR4431,18.942,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MPKXL07.0PW2,1106D-E70TA(C7.1),PARENT-4324/2200,7.014,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MPKXL04.4NM2,1104D-44TA(C4.4),PARENT-2972/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LFPXL15.9T4D,,,,,,,
nonroad,2021,MPKXL.761F2V,402F-05(C0.5),PARENT-EG10/2800,0.508,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MPKXL01.5F2V,403F-15(C1.5),PARENT-EK25/2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LDCLL02.4HTV,4HT4,5520-2654,2.435,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MYDXL01.6NKA,,,,,,,
nonroad,2021,MYDXL01.6NMA,,,,,,,
nonroad,2021,MKBXL.276KCC,,,,,,,
nonroad,2017,HYDXL1.64NKA,,,,,,,
nonroad,2014,EYDXL1.64NKA,,,,,,,
nonroad,2021,MYDXL03.3TKA,4TTNACJD,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MFPXL06.7SCA,,,,,,,
nonroad,2021,MFPXL06.7SCB,,,,,,,
nonroad,2021,MKBXL.479KCC,Z482-D2-EF,Z482-D2-EF51,0.47900000000000004,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MYDXL02.1TDA,,,,,,,
nonroad,2021,MYDXL03.3NGA,,,,,,,
nonroad,2021,MY9XL09.3DAA,DC09 086A,2 133 497,9.291,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LDICL03.4LED,DM03PA,DM03-LEP00,3.4090000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LKLXL15.2EDC,SAA6D140E-7,5C01,15.24,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NYDXL01.3NWB,,,,,,,
nonroad,2021,MKBXL01.8E1D,,,,,,,
nonroad,2021,MKBXL02.6EKD,,,,,,,
nonroad,2021,MKBXL03.8C1D,,,,,,,
nonroad,2020,LPKXL04.4SU1,1204J-E44TTA(C4.4),PARENT-6324/1500,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MMMLL03.5H20,VNE4120,VNE4120,3.532,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LFPXL03.4BDC,,,,,,,
nonroad,2021,MDCLL01.6D7G,,,,,,,
nonroad,2020,LVSXL16.1T4F,D16J,16-21,16.123,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LFGXL3.85E0V,KE4100TA,KE4TA,3.85,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NYDXL02.1NFB,4ANSEA,,2.091,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MTTVL02.9WMS,TTF_8035.25C.IIIB,TTF_8035.25C.IIIB,2.931,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MHZXL1.95C51,,,,,,,
nonroad,2017,HDICL03.4LEC,D34PA,DL03-LEV03,3.4090000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LDICL01.8LEA,D18NAP,DL01-LEL00,1.794,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MKMCL1.17A33,A1100N2,,1.175,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MPKXL04.4MU1,1204F-E44TTAN(C4.4),PARENT4526/1800,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCPXL18.1NZS,C18,CERT TEST 1,18.131,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2022,NYDXL02.2NFB,,,,,,,
nonroad,2021,MDZXL15.9058,TCD 16.0 V8,CFYI520U,15.874,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MKLXL06.7AAM,SAA6D107E-3-B,4458:FR5C01,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MMNBL12.4OR4,,,,,,,
nonroad,2021,MDZXL04.1054,D4J,CFVI110,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MKLXL11.0DDD,SAA6D125E-7,5C01,11.045,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NMVXL02.2EBA,D04CJ-TAA,4CJ-P55-1,2.2070000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MYDXL01.3NPA,,,,,,,
nonroad,2021,MYDXL01.3NUA,,,,,,,
nonroad,2021,MYDXL.993NUA,,,,,,,
nonroad,2021,MLHAL16.2VWC,D9508 A7-05,V08MW7101,16.162,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HVPXL12.8CJA,TAD1375 VE,5,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KVPXL12.8CJA,TAD1375 VE,5,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MJCBL04.8S12,448 TA4-129,E3C,4.765000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MJDXL13.5310,,,,,,,
