panel,model_year,engine_family,engine_model,engine_code,displacement_l,certification_fuel,engine_operation,test_procedure,test_procedure_type
nonroad,2015,FPKXL7.01BL1,3764/2200,1,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FPKXL06.6BK1,3774/2200,1,6.598000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FPKXL04.4ML1,3586/2200,1,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GYDXL2.19J4N,,,,,,,
nonroad,2016,GKLXL11.0DDC,SAA6D125E-7,5C05,11.045,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FYDXL1.27NS3,,,,,,,
nonroad,2015,FYDXL0.99NPA,,,,,,,
nonroad,2015,FCPXL58.6HXF,3512E,CERT 1,58.561,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GFPXL06.7CLA,F4DFE617H*B,F4DFE617H*B,6.728000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GPKXL04.4NL1,1104D-44T(C4.4),PARENT-3066/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GPKXL04.4NM2,1104D-44TA(C4.4),PARENT-2972/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GSIDL04.4G6E,44AWF.1098,1,4.397,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMVXL01.3FFF,S3L2,S3L2-G1800,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GPKXL04.4NJ1,3339/2200,1,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GKBXL.276KCB,,,,,,,
nonroad,2016,GKBXL01.0BCB,,,,,,,
nonroad,2016,GKBXL02.4EKC,,,,,,,
nonroad,2016,GKBXL03.3EKD,,,,,,,
nonroad,2015,FCPXL18.1HXF,C18,CERT TEST 1,18.131,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKBXL02.2FCC,,,,,,,
nonroad,2015,FH3XL2.22AB4,GP60B/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FH3XL2.22AB2,45D/2600,N844L-D,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GPKXL04.4ML1,1204E-E44TTA(C4.4),PARENT-3586/2200,4.399,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FJDXL02.9303,,,,,,,
nonroad,2016,GKHXL1.37SF1,KDW1404(2700),,1.371,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMBXL04.8RJC,OM924LA,OM924LA.E3A/3,4.801,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GKHXL2.48TCR,KDI 1903TCR/22,,1.861,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCPXL7.01HPF,C7.1,CERT TEST 2,7.014,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMMLL02.7C42,CE-42,CE-42,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPKXL07.0PW2,1106D-E70TA(C7.1),PARENT-4324/2200,7.014,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GYDXL0.57NXA,,,,,,,
nonroad,2016,GSZXL03.0MXC,CM-4JJ1X,4JJ1XDMCA-01,2.999,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GICLL1.12B3X,E3112,6285-885-308-**,1.124,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FVPXL12.8CJA,TAD1375 VE,5,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMVXL03.3AAJ,S4S-DTB,S4S-Y3DT61SD,3.3000000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GYDXL0.44H1N,,,,,,,
nonroad,2016,GLGCL02.5L4T,L4C25-T1,L4C25-T1,2.5060000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GKMCL1.17A33,A1100-Gen,,1.175,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GH3XL1.49AB8,40D/2600,N844-D,1.995,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DVPXL12.8CEA,TAD 1365VE,VI,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HYDXL2.09NFA,,,,,,,
nonroad,2015,FCPXL27.0HXF,C27,CERT TEST 3,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GMDDL35.8GRR,8V2000,5567,23.900000000000002,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FMDDL14.0ZWK,6R1600G80S,7215,10.5,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GDICL07.6LEA,DL08P,DL08-LEE01,7.640000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FDZXL05.7052,D6J,CFVI120B,5.702,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GDZXL02.9021,D2.9L4,"C4DI36,4",2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GHZXL.517M50,1D42 S/Z,vs-D42-3000,0.445,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GKMCL1.72A31,A1700N2,A1700N2,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GDZXL05.7052,D6J,CFVI120B,5.702,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GDZXL07.1027,TAD753GE,D3CC202,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GDZXL07.1032,TCD2013L06 4V,D3CC250,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FPEXL01.6DV6,DV6NRAF,10WARA,1.56,7-15 ppm Ultra Low Sulfur Diesel,Transportation Refrigeration Unit Cycle, Transportation Refrigeration Unit Cycle,Discrete-Modal Testing
nonroad,2016,GYDXL1.57HDA,,,,,,,
nonroad,2013,DPEXL01.6DV6,DV6NRAF,10WARA,1.56,7-15 ppm Ultra Low Sulfur Diesel,Transportation Refrigeration Unit Cycle, Transportation Refrigeration Unit Cycle,Discrete-Modal Testing
nonroad,2012,CSZXL05.2MXA,AM-4HK1X,4HK1XDMAA-01,5.1930000000000005,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2013,DSZXL15.7LXB,BL-6WG1X,6WG1XDLBA-01,15.682,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GPKXL07.0PW1,1106D-E70TA(C7.1),PARENT-4190/2200,7.014,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL32.0NZS,C32,CERT TEST 1,32.101,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCKPL0.42AAA,KD186FA,,0.41800000000000004,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HLGCL02.5L4A,L4C25-T1A,L4C25-T1A,2.5060000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GPKXL7.01BL1,1206E-E70TTA(C7.1),PARENT-3764/2200,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HJDXL13.5146,,,,,,,
nonroad,2017,HMVXL01.0EBA,L3E,L3E-P8-1,0.9530000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMDDL95.4GTR,20V4000G83L,7292,95.4,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GJDXL09.0313,6090,6090HPRNT7,8.984,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HMVXL65.4BBA,S16R-PTAW2,S16R-Y2PTAW2-1,65.37,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2013,DSIDL04.9G6A,49AWI.790,1,4.91,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FFPXL15.9T4D,F3JFE613C*B,F3JFE613C*B,15.927000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4514/1800,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GMVXL01.0EDB,L3E,L3E-P13-2,0.9530000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GH3XL2.22TD7,EQ49DI/2800ABT,C2.2,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GH3XL2.22TD3,4LT301800C,N4LDI-T,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HYDXL0.57NXA,,,,,,,
nonroad,2016,GJDXL09.0301,,,,,,,
nonroad,2017,HMMLL02.7NEF,VNE343,VNE343,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HKBXL.276KCC,,,,,,,
nonroad,2017,HDCLL01.6D7G,,,,,,,
nonroad,2017,HKMCL2.39A45,A2400T-Gen1,,2.392,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GH3XL.507F1V,E672L-F,6701,0.508,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GVSXL16.1T4F,D16J,16-33,16.123,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HDCLL02.4F7T,,,,,,,
nonroad,2017,HKMCL1.17A33,A1100N3,,1.175,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HLGCL01.9L3T,,,,,,,
nonroad,2017,HMBXL10.6RJA,OM 470 LA,470LA.E4-1,10.676,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GDZXL02.9020,TD2.9L4,C4DI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCPXL27.0HXF,C27,CERT TEST 3,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCPXL32.0HXG,C32,CERT TEST 1,32.101,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GY9XL12.7DAA,DC13 085A,2 133 503,12.742,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HCPXL84.7NSF,C175-16,CERT 1,84.66600000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HDZXL02.9016,TCD2.9L4,C4DI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HDZXL03.6018,TD3.6L4,C4DI55F,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HDZXL06.1059,TCD6.1L6,CFVI129A,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HJDXL09.0313,,,,,,,
nonroad,2017,HDZXL04.8029,TCD2013L04 2V,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HJDXL06.8210,,,,,,,
nonroad,2018,JMVXL03.3AAJ,S4S-DTB,S4S-Y3DT61SD,3.3000000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCEXL0661AAH,QSM11-G,1778:FR20144,10.824,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HMNBL12.4OR4,D2676-R02,LE524,12.419,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HSCLL02.6C74,7085,SJV326,2.588,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HDZXL04.1056,TCD4.1L4,CFVT120U,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HMVXL01.3EDB,S3L2,S3L2-P18-2,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HMMLL02.6C63,VNEC363,VNEC363,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HYDXL3.32NDB,4TNMPC,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HYDXL1.57HDA,,,,,,,
nonroad,2017,HMVXL02.2EBA,D04CJ-TAA,4CJ-P55-1,2.2070000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL32.0HXG,C32,CERT TEST 1,32.101,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HPKXL07.0PW1,1106D-E70TA(C7.1),PARENT4364/1800,7.014,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4154/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4514/1800,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JPKXL04.4NL1,1104D-44T(C4.4),PARENT-3066/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HMVXL01.0EDB,L3E,L3E-P13-2,0.9530000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JYDXL0.99NS2,,,,,,,
nonroad,2018,JYDXL0.99NS3,,,,,,,
nonroad,2018,JSIDL04.9G6C,49AWF.969,1,4.91,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HFPXL04.5LBH,F4HFE413G*B,F4HFE413G*B,4.485,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JJDXL06.8204,,,,,,,
nonroad,2017,HMMLL03.5H00,VNE4100,VNE4100,3.532,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HH3XL.507F1V,6701,E672L-F,0.508,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HH3XL1.49F2V,403F-15,EK25-2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL78.1NZS,3516C,CERT TEST 1,78.081,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL18.1HXF,C18,CERT TEST 1,18.131,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JKHXL3.36TCR,KDI 3404TCR/22C,,3.359,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JVWXL02.0CPY,2.0L TDI,CPYA,1.9680000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JSZXL02.2VNL,LV-4LE2,4LE2NCVLA-01,2.1790000000000003,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKBXL.276KCC,,,,,,,
nonroad,2018,JKBXL.325KCB,,,,,,,
nonroad,2018,JKBXL.416KCC,,,,,,,
nonroad,2018,JMMLL02.6C63,VNEC363,VNEC363,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKBXL02.2FCC,,,,,,,
nonroad,2018,JDCLL01.6D7G,,,,,,,
nonroad,2018,JMMLL02.6M63,VNEM363,VNEM363,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKBXL02.4END,,,,,,,
nonroad,2018,JVPXL16.1ACB,TAD1642GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKBXL02.6EMD,,,,,,,
nonroad,2018,JKBXL03.3EMD,,,,,,,
nonroad,2018,JKBXL03.8CMD,,,,,,,
nonroad,2018,JKBXL06.1AMD,,,,,,,
nonroad,2017,HKLXL06.7AAM,SAA6D107E-3-B,4458:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JFTGL02.2R3C,,,,,,,
nonroad,2017,HH3XL2.22TD3,4LT301800C,N4LDI-T,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HH3XL2.22TDI,502800,N4LDI-TA,2.217,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JMMLL03.5H20,VNE4120,VNE4120,3.532,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HVPXL10.8CJA,TAD1172 VE,3,10.837,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JMMLL02.7C40,CE-40,CE-40,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JDZXL04.8025,TAD551GE,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JDZXL02.9034,TCD2.9L4,C4EI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JH3XL1.13F2C,S773L-F,S311-18C,1.1320000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JHZXL.667M81,1D81C,cs-D81C-3000,0.668,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCPXL27.0HXF,C27,CERT TEST 1,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HCPXL27.0HXF,C27,CERT TEST 3,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JMBXL04.8RJC,OM 924 LA,OM924LA.E3A/4,4.801,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JDICL05.8LEA,DL06P,DL06-LEE02,5.89,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JDZXL06.1049,TCD6.1L6,CFWT174U,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HPKXL07.0BN1,1206F-E70TTA(C7.1),PARENT-4346/2200,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HH3XL1.49TFV,403F-15T,EL36/2800,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HH3XL1.49NTV,GL25/1800,403D-15T,1.496,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HH3XL2.22N4T,GP60/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HH3XL.761F1C,E673L-F,E37-18C,0.762,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JMDDL21.0ZWR,12V1600G90S,7313,21.042,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HVPXL16.1CJA,TAD1672VE,3,16.123,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HPKXL04.4MU1,1204F-E44TTAN(C4.4),PARENT4526/1800,4.399,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HPKXL04.4MW1,1204F-E44TTA(C4.4),PARENT4238/2200,4.399,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JLGCL01.9L3C,L3C19-T3,L3C19-T3,1.879,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JKHXL2.48EST,KDI 2504TM/G18,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KMMLL02.6C67,VNEC367,VNEC367,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JKLXL23.2FDC,SAA6D170E-7-A,5C01,23.152,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JDICL03.4LEB,D34NAP,DL03-LEL04,3.4090000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KKBXL02.4E3D,V2403-CR-EW,V2403-CR-EW01,2.435,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JMNBL24.2OR4,D2862,LE131,24.243000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
